sector,language,question,answer
passport,am,የፓስፖርት ማመልከቻ ከተሳካ በኋላ መሰረዝ እችላለሁ?,"እንደ ፖሊሲ ሊቻል ይችላል፣ ግን ክፍያ መመለስ ብዙ ጊዜ አይኖርም። (DEMO)"
passport,am,ፓስፖርት እቃዬ በሌላ ስም ተገኝቷል ብለው ካሉ ምን አድርግ?,"ቢሮውን በቀጥታ ያነጋግሩ እና የማንነት ማረጋገጫ ሰነዶች ያቅርቡ። (DEMO)"
passport,am,ፓስፖርት የሚያወጣ ቢሮ ስም እና አድራሻ እንዴት አገኛለሁ?,"በኦፊሴላዊ ድረ-ገጽ ወይም በመረጃ መስመር በመጠየቅ መረጃ ይገኛል። (DEMO)"
passport,am,ፓስፖርት ለመውጣት የትውልድ ሰርቲፊኬት ካልኖረ ምን ይሆናል?,"በምትኩ የመንግስት መታወቂያ ወይም ሌሎች ህጋዊ የማንነት ማረጋገጫዎች ሊጠየቁ ይችላሉ። (DEMO)"
passport,am,ስለ ፓስፖርት ሂደት ከቢሮ ጋር ለመነጋገር የት እጠራ?,"የቢሮውን የደንበኛ አገልግሎት መስመር/መገናኛ መረጃ በኦፊሴላዊ ማስታወቂያ ይፈልጉ። (DEMO)"
passport,am,የፓስፖርት መረጃ ላይ የሚጠቅሙ ተለመዱ ቃላት ምን ናቸው?,"ሪፈረንስ ቁጥር፣ ባዮሜትሪክ፣ መታደስ፣ መተካት፣ ቆይታ ጊዜ ወዘተ ናቸው። (DEMO)"
passport,am,ፓስፖርት ሲወጣ በራሱ ስር የቤተሰብ መረጃ ይካተታል?,"እንደ አይነቱ ሊለያይ ይችላል፣ ብዙ ጊዜ እያንዳንዱ ሰው የራሱ ፓስፖርት ይኖረዋል። (DEMO)"
passport,am,ለህፃን ፓስፖርት የተጠቃሚ ልዩ ቆይታ ጊዜ አለ?,"እንደ መመሪያ ይለያያል፤ አነስተኛ ዕድሜ ፓስፖርት አነስተኛ ቆይታ ሊኖረው ይችላል። (DEMO)"
passport,am,ፓስፖርት መተካት ሲደረግ የባዮሜትሪክ መደገም ያስፈልጋል?,"አብዛኛውን ጊዜ አዲስ ፓስፖርት ሲወጣ ባዮሜትሪክ ደግሞ ሊወሰድ ይችላል። (DEMO)"
passport,am,የፓስፖርት መከላከያ መንገዶች ምን ናቸው?,"ፓስፖርትን በደህንነት መያዝ፣ ኮፒ በተለየ ቦታ መቆየት እና ከማጠፋት መጠንቀቅ ይረዳል። (DEMO)"
passport,am,ፓስፖርት ኮፒ በስልክ ማስቀመጥ ይመከራል?,"እንደ ጥንቃቄ ሊረዳ ይችላል፣ ነገር ግን የግል መረጃ ደህንነት ይጠብቁ። (DEMO)"
passport,am,የፓስፖርት ጥራት የተሻለ እንዲሆን ምን እንደምጠብቅ?,"ሰነዶችን ትክክል መሙላት፣ የፎቶ መስፈርት መከተል እና መረጃ ሁሉን ማረጋገጥ ይረዳል። (DEMO)"
passport,am,ምን ዓይነት ነገር ማመልከቻ እንዲዘገይ ያደርጋል?,"ያልተሟሉ ሰነዶች፣ የተሳሳተ መረጃ፣ የፎቶ ችግኝ፣ እና የማጣሪያ ጉዳዮች ሊዘግዩ ይችላሉ። (DEMO)"
passport,am,ፓስፖርት ሲወጣ የማንነት ዳታ በቺፕ ውስጥ ይገባል?,"ኢ-ፓስፖርት ከሆነ የባዮሜትሪክ መረጃ ቺፕ ውስጥ ሊያካትት ይችላል። (DEMO)"
passport,am,ኢ-ፓስፖርት ቺፕ ቢበላሽ ምን ይደረጋል?,"ቢሮውን በማነጋገር የመተካት ወይም የማስተካከያ ሂደት ሊጀምር ይችላል። (DEMO)"
passport,am,የፓስፖርት ገጾች ቢቀጠቀጡ ችግኝ ይፈጥራል?,"አዎ፣ ማህተም/ቪዛ ያለባቸው ገጾች ቢጎዱ ተቀባይነት ሊከለክል ይችላል። (DEMO)"
passport,am,በፓስፖርት ላይ ማህተም ማስተካከል ወይም መጻፍ ይፈቀዳል?,"አይፈቀድም፤ ማንኛውም ማሻሻያ መተካት ያስፈልጋል። (DEMO)"
passport,am,በፓስፖርት ላይ ስም ላቲን አጻጻፍ እንዴት ይመረጣል?,"ብዙ ጊዜ ከኦፊሴላዊ ሰነዶች የተለመደ ስፔሊንግ ይወሰዳል፤ ከተለያየ ግን ማስረጃ ሊጠየቅ ይችላል። (DEMO)"
passport,am,የፓስፖርት ማረጋገጫ ሰነድ በፍርድ ቤት ሊጠቅም ይችላል?,"ፓስፖርት ኦፊሴላዊ መለያ ስለሆነ በብዙ ህጋዊ ሂደቶች ላይ ይጠቅማል። (DEMO)"
passport,am,ፓስፖርት ሲታደስ የድሮ መረጃ ይቀየራል?,"አዲሱ ፓስፖርት አዲስ ቀናት/መለያ ሊኖረው ይችላል፤ ዋና መለያ መረጃ ግን እንደ ማስረጃ ይቀጥላል። (DEMO)"
passport,am,ከልጄ ጋር የምጓዝ ከሆነ ተጨማሪ ሰነድ ያስፈልጋል?,"አንዳንድ አገሮች የወላጅ ፈቃድ ደብዳቤ ወይም የቤተሰብ ማረጋገጫ ሊጠይቁ ይችላሉ። (DEMO)"
passport,am,አንድ ወላጅ ብቻ ከህፃን ጋር ቢጓዝ ምን ይጠየቃል?,"የሌላው ወላጅ ፈቃድ ወይም የህጋዊ ተጠሪነት ማስረጃ ሊጠየቅ ይችላል። (DEMO)"
passport,am,ፓስፖርት በተለያዩ ሀገሮች ላይ የመግባት መብት ይሰጣል?,"ፓስፖርት የመለያ ሰነድ ነው፤ መግባት ብዙ ጊዜ ቪዛ/የጉዞ ፈቃድ ይፈልጋል። (DEMO)"
passport,am,ፓስፖርት ማለት ቪዛ ማለት ነው?,"አይደለም፤ ፓስፖርት መለያ ሰነድ ነው፣ ቪዛ ግን የመግባት/መቆየት ፈቃድ ነው። (DEMO)"
passport,am,የማመልከቻ ሁኔታ “Under Review” ብሎ ካሳየ ምን ማለት ነው?,"ሰነዶችና መረጃዎች እየተረጋገጡ እንዳሉ ይጠቁማል። (DEMO)"
passport,am,የማመልከቻ ሁኔታ “Rejected” ብሎ ካሳየ ምን ማለት ነው?,"ማመልከቻው እንደ መመሪያ አልተሟላም ማለት ነው፤ ምክንያቱ ይገለጻል። (DEMO)"
passport,am,የማመልከቻ ሁኔታ “Ready for Collection” ብሎ ካሳየ ምን ማለት ነው?,"ፓስፖርቱ ተዘጋጅቶ ለመውሰድ ዝግጁ መሆኑን ይጠቁማል። (DEMO)"
passport,am,ፓስፖርት መውሰድ ሲሆን የቀጠሮ ደረሰኝ ያስፈልጋል?,"አብዛኛውን ጊዜ የማመልከቻ ደረሰኝ/ሪፈረንስ ቁጥር መያዝ ይጠቅማል። (DEMO)"
passport,am,የፓስፖርት ቆይታ ጊዜ ከተለያዩ አይነቶች ጋር ይለያያል?,"አዎ፣ እንደ አመልካች ምድብ ወይም እንደ አገልግሎት ስርዓት ሊለያይ ይችላል። (DEMO)"
passport,am,የፓስፖርት አገልግሎት የሚሰጥበት ቦታ ለማረጋገጥ ምን አድርግ?,"ኦፊሴላዊ መረጃ ከድረ-ገጽ ወይም በቢሮ ስልክ ይያዙ። (DEMO)"
passport,am,ለፓስፖርት መውጣት የተለያዩ ምድቦች አሉ?,"አዎ፣ መደበኛ፣ አገልግሎት እና ዲፕሎማቲክ እንደሚሉ ምድቦች ሊኖሩ ይችላሉ። (DEMO)"
passport,am,በፓስፖርት ላይ ፊርማ መስጠት ግዴታ ነው?,"አብዛኛውን ጊዜ ፊርማ ይፈለጋል፣ ነገር ግን ለህፃናት የተለየ መመሪያ ሊኖር ይችላል። (DEMO)"
passport,am,ህፃናት ፓስፖርት ላይ ፊርማ ይፈለጋል?,"ብዙ ጊዜ አይፈለግም ወይም በወላጅ/አሳዳጊ ፊርማ ሊተካ ይችላል። (DEMO)"
passport,am,በስልክ የተላከ SMS ማሳወቂያ ካልደረሰ ምን አድርግ?,"በሪፈረንስ ቁጥር ሁኔታ ይመልከቱ ወይም የደንበኛ አገልግሎትን ያነጋግሩ። (DEMO)"
passport,am,የፓስፖርት ሂደት ላይ የማንነት ማረጋገጫ ከማን ይቀርባል?,"ከመንግስት የተሰጠ መታወቂያ/ህጋዊ ሰነዶች በመሠረት ይረጋገጣል። (DEMO)"
passport,am,ፓስፖርት ማስተካከል በምን ሁኔታ ይፈለጋል?,"ስም፣ የትውልድ ቀን፣ ፆታ ወይም ሌሎች መረጃዎች ስህተት ካለ ማስተካከል ይፈለጋል። (DEMO)"
passport,am,ፓስፖርት መተካት እና መታደስ ልዩነታቸው ምንድነው?,"መታደስ በብዛት ለጊዜ ማብቂያ ነው፤ መተካት ግን ጠፍቶ/ተበላሽቶ/መረጃ ሲቀየር ይሆናል። (DEMO)"
passport,am,የፓስፖርት ጉዳይ ላይ መረጃ ለማወቅ በቢሮ ላይ ማን ልጠይቅ?,"የደንበኛ አገልግሎት ወይም የመረጃ መስኮት ቦታ ይረዳዎታል። (DEMO)"
passport,am,ፓስፖርት በህግ ሊያዝ ይችላል?,"አዎ፣ በህጋዊ ችግኝ ወይም በፍርድ ቤት ውሳኔ መሰረት ሊገደብ ይችላል። (DEMO)"
passport,am,በፓስፖርት ሂደት ላይ ስለ ግል መረጃ መጠበቅ ምን ልጠንቀቅ?,"መረጃዎን ለማያስፈልጋቸው ሰዎች አታጋሩ፣ ኦፊሴላዊ ቻናሎችን ብቻ ይጠቀሙ። (DEMO)"
passport,am,ፓስፖርት ሲጠፋ የፖሊስ ሪፖርት ለምን ያስፈልጋል?,"የጠፋው መሆኑን ለማረጋገጥ እና አጠቃቀም እንዳይቀጥል ለመቆጣጠር ይጠቅማል። (DEMO)"
passport,am,በፓስፖርት ላይ የማንነት መረጃ ተመሳሳይ ካልሆነ ባንክ/ቪዛ ሊከለክል ይችላል?,"አዎ፣ ስም እና መለያ መረጃ መመሳሰል አስፈላጊ ነው። (DEMO)"
passport,am,የመንግስት ስራ ሰራተኛ ለፓስፖርት ልዩ አገልግሎት አለ?,"እንደ መመሪያ ሊኖር ይችላል፤ በኦፊሴላዊ መረጃ ያረጋግጡ። (DEMO)"
passport,am,ፓስፖርት ለመውጣት የአድራሻ ማረጋገጫ ይጠየቃል?,"አንዳንድ ጊዜ የመኖሪያ ማረጋገጫ ሊጠየቅ ይችላል፣ ነገር ግን በአብዛኛው መታወቂያ በቂ ይሆናል። (DEMO)"
passport,am,ፓስፖርት ለማመልከት ማንኛውም የጤና ምርመራ ይፈለጋል?,"ብዙ ጊዜ አይፈለግም፣ ነገር ግን ልዩ አገልግሎት ሲጠየቅ ማስረጃ ሊኖር ይችላል። (DEMO)"
passport,am,ፓስፖርት መታደስ ሲደረግ የክፍያ መጠን ይቀየራል?,"አዎ፣ እንደ ክፍያ መመሪያ እና አገልግሎት ፍጥነት መጠኑ ሊለያይ ይችላል። (DEMO)"
passport,am,መረጃ ማረጋገጫ ሲደረግ የቤተሰብ መረጃ ሊጠየቅ ይችላል?,"አንዳንድ ጊዜ ለማንነት ማረጋገጫ ተጨማሪ መረጃ ሊጠየቅ ይችላል። (DEMO)"
passport,am,የፓስፖርት መውጣት ካልተቻለ የመብት መለያያት አለ?,"እንደ ህግ መመሪያ ቅሬታ ማቅረብ ወይም የግልጽ ምክንያት መጠየቅ ይቻላል። (DEMO)"
passport,am,እስከ መጨረሻው እንደሚያስፈልጉ የፓስፖርት ጥያቄዎች ምን ናቸው?,"ብዙ ጊዜ ስለ ሰነዶች፣ ክፍያ፣ ቀጠሮ፣ ባዮሜትሪክ፣ ሁኔታ ክትትል እና መተካት/መታደስ ይመራሉ። (DEMO)"
